name,addr_street,addr_housenumber,addr_postcode,addr_city,addr_country,latitude,longitude,website_url,website_effective_url,website_http_status,website_is_valid,website_discovery_method,menu_url,menu_http_status,menu_is_valid,menu_discovery_method
Xi'an Delicious Foods,Lange Poten,25,2511CM,'s-Gravenhage,,52.0788436,4.3149835,,,,false,,,,false,
Geonbae Sojubar,Lange Houtstraat,25,2511CV,'s-Gravenhage,,52.0817231,4.3151656,https://geonbaesojubar.com/,,,false,,,,false,
Amazing Taste,Fluwelen Burgwal,2,2511CJ,'s-Gravenhage,,52.0801753,4.3185396,https://amazingtaste.eu/,,,false,,,,false,
Al Hayat,Fluwelen Burgwal,3,2511CH,'s-Gravenhage,,52.0796410,4.3183410,https://www.restaurantalhayat.nl/,,,false,,,,false,
August,Turfmarkt,250,2511DJ,'s-Gravenhage,,52.0796553,4.3216880,https://www.august.nl/,,,false,,,,false,
Amier,Korte Poten,28A,2511EE,'s-Gravenhage,,52.0800990,4.3176372,https://amierrestaurant.nl/,,,false,,,,false,
Grill N Spice,Herengracht,38,2511EJ,'s-Gravenhage,,52.0809206,4.3191647,https://www.grillnspice.nl/,,,false,,,,false,
Athene Palace,Kalvermarkt,42,2511CB,'s-Gravenhage,,52.0787126,4.3179863,https://www.athenepalace.nl/,,,false,,,,false,
de Basiliek,Korte Houtstraat,4A,2511CD,'s-Gravenhage,,52.0793965,4.3169166,https://www.debasiliek.nl/,,,false,,,,false,
Bistro Catch-up,Lange Houtstraat,3,2511CV,'s-Gravenhage,,52.0806796,4.3160067,https://bistrocatchup.nl/,,,false,,,,false,
Baryo Pilipinas,Fluwelen Burgwal,51,2511CH,'s-Gravenhage,,52.0790232,4.3183818,,,,false,,,,false,
Ravioli Brothers,Herengracht,54,2511EJ,'s-Gravenhage,,52.0811698,4.3197420,,,,false,,,,false,
Maydonoz Döner,Plein,3A,2511CR,'s-Gravenhage,,52.0791579,4.3156990,https://maydonozdoner.com/,,,false,,,,false,
Ramen Kitanoya,Bagijnestraat,6,2511CK,'s-Gravenhage,,52.0784704,4.3150119,https://ramenkitanoya.wordpress.com/,,,false,,,,false,
I love Sushi,Herengracht,40,2511EJ,'s-Gravenhage,,52.0809484,4.3192521,https://ilovesushi.simplywebshop.nl/store/ILoveSushi%20Den%20Haag,,,false,,,,false,
Kitchen Susan,Spui,6,2511BS,'s-Gravenhage,,52.0782968,4.3142173,https://kitchensusan.nl/,,,false,,,,false,
Seoul Garden,Bagijnestraat,8,2511CK,'s-Gravenhage,,52.0784286,4.3150472,,,,false,,,,false,
Bleyenberg,Grote Markt,10,2511BG,'s-Gravenhage,,52.0751773,4.3089048,https://www.bleyenbergdenhaag.nl/,,,false,,,,false,
Da Long Yi,Wagenstraat,100,2512AZ,'s-Gravenhage,,52.0749510,4.3144809,https://denhaagdalongyi.nl/,,,false,,,,false,
Atithi Indian Restaurant,Herengracht,7,2511EG,'s-Gravenhage,,52.0804993,4.3188987,https://atithi.nl/den-haag/,,,false,,,,false,
Erena Restaurant,Wagenstraat,128A,2512BA,'s-Gravenhage,,52.0743733,4.3158100,,,,false,,,,false,
Ritos,Korte Poten,63,2511EC,'s-Gravenhage,,52.0802459,4.3182322,https://ritosnederland.nl/the-hague/,,,false,,,,false,
La Isla Caribeña,Amsterdamse Veerkade,10B,2512AJ,'s-Gravenhage,,52.0749232,4.3154285,https://la-isla-caribena.nl/,,,false,,,,false,
New Taste Da Dong Bei,Wagenstraat,135A,2512AT,'s-Gravenhage,,52.0746216,4.3147840,https://www.newtastedadongbei.nl/,,,false,,,,false,
Pamir Uyghur Restaurant,Boekhorststraat,143A,2512CN,'s-Gravenhage,,52.0726036,4.3107893,,,,false,,,,false,
Kantoor 1643,Prinsegracht,14,2512GA,'s-Gravenhage,,52.0746938,4.3074805,https://kantoor1643.com/,,,false,,,,false,
Seoulful,Wagenstraat,146A,2512BA,'s-Gravenhage,,52.0742947,4.3162494,,,,false,,,,false,
Kopi Kopi,Korte Houtstraat,8A,2511CD,'s-Gravenhage,,52.0793100,4.3170046,https://kopikopi.nl/,,,false,,,,false,
Mystery,Wagenstraat,150A,2512BA,'s-Gravenhage,,52.0743727,4.3163771,,,,false,,,,false,
Taste of India,Wagenstraat,177,2512AW,'s-Gravenhage,,52.0740877,4.3160092,,,,false,,,,false,
L'Osteria,Grote Markt,16,2511BG,'s-Gravenhage,,52.0752611,4.3091064,https://losteria.net/nl/restaurants/restaurant/den-haag/,,,false,,,,false,
Irodion,Grote Markt,19,2511BG,'s-Gravenhage,,52.0753528,4.3093998,,,,false,,,,false,
Tako,Wagenstraat,190,2512BB,'s-Gravenhage,,52.0740835,4.3168667,,,,false,,,,false,
De Kade,Dunne Bierkade,1A,2512BC,'s-Gravenhage,,52.0738400,4.3163782,,,,false,,,,false,
Pavlov,Spui,173,2511BM,'s-Gravenhage,,52.0768001,4.3161220,https://pavlov-denhaag.nl/,,,false,,,,false,
Praboemoelih,Spui,235A,2511BP,'s-Gravenhage,,52.0756595,4.3183328,,,,false,,,,false,
Little V,Rabbijn Maarsenplein,21,2512HJ,'s-Gravenhage,,52.0756809,4.3143733,https://littlev.nl/,,,false,,,,false,
Kimchi House,Rabbijn Maarsenplein,22,2512HJ,'s-Gravenhage,,52.0756117,4.3144720,https://kimchi-house.nl/,,,false,,,,false,
Hot King,Gedempte Burgwal,24,2512BV,'s-Gravenhage,,52.0750246,4.3116804,https://hotking.nl/,,,false,,,,false,
Fat Kee,Gedempte Gracht,23,2512AK,'s-Gravenhage,,52.0759541,4.3134348,https://www.fatkee-restaurant.nl/,,,false,,,,false,
Songkhla,Gedempte Burgwal,2F,2512BT,'s-Gravenhage,,52.0755743,4.3126874,https://www.songkhla.nl/foodticket/,,,false,,,,false,
Takumi Ramen,Gedempte Gracht,319,2512AM,'s-Gravenhage,,52.0761665,4.3138831,https://www.takumiramennoodles.com/,,,false,,,,false,
Ethica,Dunne Bierkade,35,2512BD,'s-Gravenhage,,52.0730653,4.3142341,,,,false,,,,false,
Noord-oost Chinees Eethuis,Gedempte Burgwal,36,2512BV,'s-Gravenhage,,52.0747555,4.3112152,https://noordoost.jouwweb.nl/,,,false,,,,false,
Miladi Tarim,Gedempte Burgwal,4,2512BT,'s-Gravenhage,,52.0755201,4.3125885,https://www.miladi-tarim-uyghur-restaurant-den-haag.nl/,,,false,,,,false,
Ariba,Amsterdamse Veerkade,45A,2512AH,'s-Gravenhage,,52.0755124,4.3172177,,,,false,,,,false,
Simonis in de Stad,Gedempte Gracht,405H,2512AM,'s-Gravenhage,,52.0764502,4.3145081,https://www.simonisvis.nl/vestigingen/in-de-stad,,,false,,,,false,
Red Beans,Wagenstraat,61,2512AP,'s-Gravenhage,,52.0758875,4.3123862,,,,false,,,,false,
Don Don Sushi,Gedempte Gracht,405G,2512AM,'s-Gravenhage,,52.0763494,4.3146448,https://www.dondonsushi.com/,,,false,,,,false,
Bumbu Jawa,Wagenstraat,63,2512AP,'s-Gravenhage,,52.0757727,4.3125714,https://www.bumbujawa.nl/,,,false,,,,false,
Viet Street,Gedempte Gracht,64,2512KB,'s-Gravenhage,,52.0766722,4.3145765,https://www.vietstreet.nl/,,,false,,,,false,
Istana,Wagenstraat,71,2512AR,'s-Gravenhage,,52.0755702,4.3130470,,,,false,,,,false,
Asian Street Food by Momiji,Wagenstraat,69,2512AR,'s-Gravenhage,,52.0756004,4.3129951,https://momiji-asianstreetfood.nl/nl,,,false,,,,false,
De Boomhuttenclub,Boekhorststraat,47,2512CM,'s-Gravenhage,,52.0737101,4.3097719,https://www.deboomhuttenclub.nl/,,,false,,,,false,
Burgers voor burgers,Wagenstraat,59A,2512AP,'s-Gravenhage,,52.0759183,4.3123142,https://www.burgers-voor-burgers.nl/foodticket/,,,false,,,,false,
Full Moon City,Achter Raamstraat,75,2512BW,'s-Gravenhage,,52.0753242,4.3117042,https://fullmooncity.nl/,,,false,,,,false,
Unknown,Wagenstraat,77A,2512AR,'s-Gravenhage,,52.0754776,4.3132104,,,,false,,,,false,
Fat Phill's Diner,Gedempte Gracht,78,2512KB,'s-Gravenhage,,52.0768737,4.3149820,https://fatphillsdiner.com/,,,false,,,,false,
Will's Pancake House,Gedempte Gracht,80,2512KB,'s-Gravenhage,,52.0769217,4.3150830,,,,false,,,,false,
Kee Lun Palace,Wagenstraat,95,2512AS,'s-Gravenhage,,52.0753177,4.3134699,,,,false,,,,false,
Thai Signature,Prinsestraat,106,2513CH,'s-Gravenhage,,52.0796989,4.3042686,,,,false,,,,false,
Jamey Benett,Plaats,11,2513AD,'s-Gravenhage,,52.0796254,4.3092481,,,,false,,,,false,
Echt Squisito,Noordeinde,111,2514GE,'s-Gravenhage,,52.0829977,4.3051442,,,,false,,,,false,
Full Moon Express,Gedempte Burgwal,41,2512BS,'s-Gravenhage,,52.0752372,4.3116737,https://fullmoonexpress.nl/en/home,,,false,,,,false,
Restaurant Kairo,Prinsestraat,116,2513CH,'s-Gravenhage,,52.0798436,4.3041086,,,,false,,,,false,
Ramna,Molenstraat,12,2513BK,'s-Gravenhage,,52.0800114,4.3070466,,,,false,,,,false,
Saravanaa Bhavan,Noordeinde,123,2514GG,'s-Gravenhage,,52.0832161,4.3049011,,,,false,,,,false,
Aregash,Amsterdamse Veerkade,8,2512AJ,'s-Gravenhage,,52.0748630,4.3153226,https://www.thefork.com/restaurant/aregash-ethiopisch-r825150,,,false,,,,false,
't Goude Hooft,Dagelijkse Groenmarkt,13,2513AL,'s-Gravenhage,,52.0782017,4.3089022,https://tgoudehooft.nl/en/restaurant/,,,false,,,,false,
Giuliano's,Schoolstraat,13,2511AW,'s-Gravenhage,,52.0767826,4.3078914,,,,false,,,,false,
Knossos,Kerkplein,1,2513AZ,'s-Gravenhage,,52.0780641,4.3076465,https://knossosdenhaag.nl/,,,false,,,,false,
Share,Noordeinde,139A,2514GG,'s-Gravenhage,,52.0833656,4.3047454,,,,false,,,,false,
Los Argentinos,Kettingstraat,14,2511AN,'s-Gravenhage,,52.0780769,4.3100739,,,,false,,,,false,
La Patrona,Noordeinde,138A,2514GP,'s-Gravenhage,,52.0822597,4.3057036,https://www.lapatrona.nl/,,,false,,,,false,
Nero,Noordeinde,143,2514GG,'s-Gravenhage,,52.0834409,4.3046612,,,,false,,,,false,
Angie’s Kitchen,Noordeinde,148;148A,2514GP,'s-Gravenhage,,52.0826477,4.3052850,https://angies-kitchen.nl/,,,false,,,,false,
Milú,Driehoekjes,15,2513AZ,'s-Gravenhage,,52.0783097,4.3077645,https://restaurantmilu.com/,,,false,,,,false,
La Storia,Kettingstraat,1B,2511AL,'s-Gravenhage,,52.0776170,4.3100803,,,,false,,,,false,
Bij Hem,Molenstraat,21A,2513BH,'s-Gravenhage,,52.0799978,4.3067520,,,,false,,,,false,
Trattoria Da Gianni,Noordeinde,190A,2514GR,'s-Gravenhage,,52.0833058,4.3046014,https://www.trattoriadagianni.nl/,,,false,,,,false,
Loetje,Haagsche Bluf,23,2511CN,'s-Gravenhage,,52.0772714,4.3090906,https://www.loetje.nl/nl/locaties/den-haag/,,,false,,,,false,
Jimmy's Broodje,Scheveningseveer,1 - 3;1,2514HB,'s-Gravenhage,,52.0836901,4.3045926,http://www.jimmysbroodje.nl/,,,false,,,,false,
Vegan Pizza Bar,Molenstraat,15,2513BH,'s-Gravenhage,,52.0800751,4.3069487,https://www.veganpizzabar.com/den-haag,,,false,,,,false,
Argentina,Schoolstraat,15,2511AW,'s-Gravenhage,,52.0767250,4.3079401,,,,false,,,,false,
De Poentjak,Kneuterdijk,16,2514EN,'s-Gravenhage,,52.0808715,4.3087984,,,,false,,,,false,
Sam Sam,Noordeinde,162,2514GR,'s-Gravenhage,,52.0830566,4.3048825,,,,false,,,,false,
Himalayan,Gortstraat,16A,2511AP,'s-Gravenhage,,52.0773763,4.3105149,,,,false,,,,false,
Bøg,Prinsestraat,128B;128A,2513CH,'s-Gravenhage,,52.0799872,4.3039393,https://xn--bg-lka.com/en/hjem-2/,,,false,,,,false,
Momfer De Mol,Oude Molstraat,19,2513BA,'s-Gravenhage,,52.0790543,4.3073705,,,,false,,,,false,
Havana,Buitenhof,19,2513AG,'s-Gravenhage,,52.0784976,4.3106724,https://havanadenhaag.nl/,,,false,,,,false,
Garuda,Kneuterdijk,18A,2514EN,'s-Gravenhage,,52.0809855,4.3086986,https://www.garuda-denhaag.nl/,,,false,,,,false,
Pizza or Pasta,Stationsweg,138A,2515BS,'s-Gravenhage,,52.0713751,4.3210504,,,,false,,,,false,
Irawaddy,Spui,202,2511BX,'s-Gravenhage,,52.0758042,4.3187296,,,,false,,,,false,
Ahmet Usta,Stationsweg,172,2515BS,'s-Gravenhage,,52.0709091,4.3216058,https://www.ahmetusta.nl/,,,false,,,,false,
Ñ,Nobelstraat,22,2513BD,'s-Gravenhage,,52.0782363,4.3056173,https://restaurant-n.nl/,,,false,,,,false,
Harper,Plaats,25,2513AD,'s-Gravenhage,,52.0796292,4.3097465,,,,false,,,,false,
Palmette,Plaats,27,2513AD,'s-Gravenhage,,52.0796395,4.3098557,,,,false,,,,false,
Peppish,Oude Molstraat,28,2513BB,'s-Gravenhage,,52.0791238,4.3071617,,,,false,,,,false,
Queru,Prinsestraat,30,2513CD,'s-Gravenhage,,52.0786162,4.3060335,https://www.cantinaqueru.com/,,,false,,,,false,
Ramsis,Schoolstraat,30,2511AX,'s-Gravenhage,,52.0762592,4.3085645,http://www.ramsisgrilldenhaag.nl/,,,false,,,,false,
Harpoon,Oude Molstraat,30B,2513BB,'s-Gravenhage,,52.0792002,4.3070646,,,,false,,,,false,
De Pizzabakkers,Dagelijkse Groenmarkt,31,2513AL,'s-Gravenhage,,52.0775977,4.3084874,,,,false,,,,false,
Restaurant Harpoon,Oude Molstraat,30D,2513BB,'s-Gravenhage,,52.0792001,4.3070645,https://www.restaurantharpoon.nl/,,,false,,,,false,
Waroeng Padang Lapek,Schoolstraat,35,2511AW,'s-Gravenhage,,52.0762802,4.3083837,,,,false,,,,false,
La Lanterna,Dagelijkse Groenmarkt,36,2513AL,'s-Gravenhage,,52.0773506,4.3080362,,,,false,,,,false,
Set,Schoolstraat,4,2511AX,'s-Gravenhage,,52.0768317,4.3079752,,,,false,,,,false,
Meram Street Food,Vlamingstraat,40,2511BB,'s-Gravenhage,,52.0761178,4.3089579,,,,false,,,,false,
Zheng,Prinsestraat,33,2513CA,'s-Gravenhage,,52.0787602,4.3060842,https://restaurantzheng.com/,,,false,,,,false,
Oni,Prinsestraat,35,2513CA,'s-Gravenhage,,52.0787955,4.3060133,https://oni-restaurant.nl/,,,false,,,,false,
Gauchos,Oude Molstraat,46,2513BB,'s-Gravenhage,,52.0797428,4.3065226,,,,false,,,,false,
Saludable Taqueria,Molenstraat,42,2513BL,'s-Gravenhage,,52.0796040,4.3058434,https://saludable.nl/,,,false,,,,false,
Brasserie 't Ogenblik,Molenstraat,4C,2513BK,'s-Gravenhage,,52.0801862,4.3074634,https://t-ogenblik.nl/,,,false,,,,false,
Deluca,Passage,5;7,2511AB,'s-Gravenhage,,52.0782101,4.3103648,https://www.de-luca.nl/,,,false,,,,false,
Bistro Pomona,Molenstraat,52,2513BL,'s-Gravenhage,,52.0794445,4.3053242,,,,false,,,,false,
BY AMI,Prinsestraat,5A,2513CA,'s-Gravenhage,,52.0782654,4.3071321,,,,false,,,,false,
El Basha,Laan,6,2512GM,'s-Gravenhage,,52.0759230,4.3081070,,,,false,,,,false,
Dayang,Prinsestraat,65,2513CB,'s-Gravenhage,,52.0795315,4.3047270,,,,false,,,,false,
Vapiano,Buitenhof,51,2513AH,'s-Gravenhage,,52.0788088,4.3096325,https://vapiano.nl/restaurant/vapiano-den-haag-buitenhof/,,,false,,,,false,
A Ora Pizza,Maziestraat,5A,2514GT,'s-Gravenhage,,52.0832709,4.3042404,https://www.aorapizza.nl/,,,false,,,,false,
Restaurant Mogogo,Prinsestraat,66,2513CE,'s-Gravenhage,,52.0790613,4.3051897,https://www.mogogo.nl/,,,false,,,,false,
Floc,Prinsestraat,42A,2513CE,'s-Gravenhage,,52.0787892,4.3056653,https://www.flocrestaurant.nl/,,,false,,,,false,
Tio Bigotes,Spuistraat,67,2511BC,'s-Gravenhage,,52.0780762,4.3132916,https://tiobigotes.nl/,,,false,,,,false,
Noh,Prinsestraat,77,2513CC,'s-Gravenhage,,52.0797100,4.3045073,,,,false,,,,false,
Ta'am Uyghur Restaurant,Raamstraat,7A,2512BX,'s-Gravenhage,,52.0761872,4.3097517,,,,false,,,,false,
Bakplaats,Grote Markt,8,2511BG,'s-Gravenhage,,52.0757087,4.3086340,,,,false,,,,false,
Taverna Ouzomezes,Maziestraat,8C,2514GT,'s-Gravenhage,,52.0831939,4.3042588,,,,false,,,,false,
Kua,Torenstraat,77,2513BP,'s-Gravenhage,,52.0788945,4.3043245,https://www.kuarestaurant.nl/,,,false,,,,false,
Shibuya,Kettingstraat,9,2511AL,'s-Gravenhage,,52.0777067,4.3104515,,,,false,,,,false,
Shakshuka,Prinsestraat,73A,2513CB,'s-Gravenhage,,52.0796398,4.3045908,https://www.shakshuka-denhaag.nl/,,,false,,,,false,
La Liguria,Noordeinde,97,2514GD,'s-Gravenhage,,52.0826691,4.3054857,,,,false,,,,false,
Bustan,Prinsestraat,99,2513CC,'s-Gravenhage,,52.0799571,4.3042365,,,,false,,,,false,
Ekmekci,Spuistraat,71,2511BC,'s-Gravenhage,,52.0781862,4.3135969,https://ekmekci.nl/den-haag/,,,false,,,,false,
Made In Sud,Molenstraat,9A,2513BH,'s-Gravenhage,,52.0801677,4.3072018,,,,false,,,,false,
Trio,Annastraat,9,2513AT,'s-Gravenhage,,52.0786443,4.3083333,https://www.trioeethuis.nl/,,,false,,,,false,
Goed Volck.,Hooistraat,1,2514BM,'s-Gravenhage,,52.0845350,4.3133063,https://www.goedvolck.nl/,,,false,,,,false,
Baladi,Torenstraat,95,2513BP,'s-Gravenhage,,52.0788304,4.3039354,https://www.baladionline.nl/,,,false,,,,false,
Maharani,Noordeinde,93,2514GD,'s-Gravenhage,,52.0825979,4.3055582,https://www.restaurantmaharani.nl/en/home/,,,false,,,,false,
Miter,Denneweg,120,2514CL,'s-Gravenhage,,52.0855898,4.3119639,,,,false,,,,false,
Fratelli,Tournooiveld,1,2511CX,'s-Gravenhage,,52.0815408,4.3133224,,,,false,,,,false,
San Telmo,Kazernestraat,116,2514CW,'s-Gravenhage,,52.0841238,4.3129764,https://www.santelmo.nl/,,,false,,,,false,
Meraklis,Hooikade,14A,2514BH,'s-Gravenhage,,52.0852666,4.3131847,https://www.meraklisdenhaag.nl/,,,false,,,,false,
Tapisco,Kneuterdijk,11,2514EM,'s-Gravenhage,,52.0809272,4.3094198,https://www.tapisco.nl/,,,false,,,,false,
La Tabla,Denneweg,41A,2514CD,'s-Gravenhage,,52.0856081,4.3121493,,,,false,,,,false,
The African Granary,Parkstraat,37,2514JD,'s-Gravenhage,,52.0827110,4.3085808,https://theafricangranary.nl/en,,,false,,,,false,
Wox,Lange Voorhout,51,2514EC,'s-Gravenhage,,52.0819976,4.3134173,,,,false,,,,false,
Limón,Denneweg,39A,2514CC,'s-Gravenhage,,52.0855512,4.3122057,https://www.limon.nl/,,,false,,,,false,
Mammamia Pizza,Denneweg,27,2514CC,'s-Gravenhage,,52.0853647,4.3123701,https://www.mammamiadenhaag.nl/,,,false,,,,false,
Vincenzo's Denneweg,Denneweg,134,2514CL,'s-Gravenhage,,52.0859917,4.3116602,https://vincenzos.nl/,,,false,,,,false,
Pizza Beppe,Denneweg,43A,2514CD,'s-Gravenhage,,52.0856374,4.3121245,https://www.pizzabeppe.nl/vestigingen/den-haag,,,false,,,,false,
Unknown,Mauritskade,79,2514HH,'s-Gravenhage,,52.0861976,4.3111466,,,,false,,,,false,
Bruschetta,Denneweg,57,2514CD,'s-Gravenhage,,52.0858366,4.3119771,https://labruschetta.co/,,,false,,,,false,
Jagertje,Jagerstraat,8,2514BZ,'s-Gravenhage,,52.0841547,4.3139606,,,,false,,,,false,
Cottontree City,Lange Voorhout,98,2514EJ,'s-Gravenhage,,52.0827655,4.3147754,https://www.cottontree.nl/,,,false,,,,false,
Oblique,Torenstraat,138,2513BW,'s-Gravenhage,,52.0783666,4.3043020,https://obliquerestaurant.nl/,,,false,,,,false,
Medi,Torenstraat,82,2513BT,'s-Gravenhage,,52.0775660,4.3057076,https://www.medirestaurantgroup.com/,,,false,,,,false,
Tanchi Viv,Spaarneplein,14,2515VK,'s-Gravenhage,,52.0738078,4.3268017,,,,false,,,,false,
Sequenza,Spui,224,2511BX,'s-Gravenhage,,52.0756211,4.3191507,,,,false,,,,false,
Hadramout Restaurant,Torenstraat,80,2513BT,'s-Gravenhage,,52.0775298,4.3058049,https://www.hadramout-yemen.nl/foodticket/,,,false,,,,false,
Krishna Vilas,Hooikade,56,2514BK,'s-Gravenhage,,52.0864025,4.3121244,https://krishnavilas.com/,,,false,,,,false,
Don Suerte,Pletterijkade,49B,2515SH,'s-Gravenhage,,52.0736223,4.3235213,,,,false,,,,false,
Lob's Restaurant,Denneweg,59,2514CD,'s-Gravenhage,,52.0858692,4.3119568,,,,false,,,,false,
Azucar Restaurant,Pletterijkade,29,2515SG,'s-Gravenhage,,52.0741821,4.3225272,https://www.azucar-restaurant.nl/,,,false,,,,false,
Restaurant La Rana,Stationsweg,44,2515BN,'s-Gravenhage,,52.0736720,4.3191546,,,,false,,,,false,
Kampong Express & Super Crepe,Stationsplein,5A,2515BT,'s-Gravenhage,,52.0698292,4.3203833,https://www.kampong-stationsplein.nl/,,,false,,,,false,
Reef Alyemen,Stationsweg,65,2515BJ,'s-Gravenhage,,52.0730795,4.3188623,,,,false,,,,false,
Chicko’s,Stationsweg,71,2515BJ,'s-Gravenhage,,52.0729526,4.3190008,,,,false,,,,false,
Phad Thai,Stationsplein,5,2515BT,'s-Gravenhage,,52.0698531,4.3204388,https://phad-thai.nl/,,,false,,,,false,
Armada,Hobbemastraat,188,2526JT,'s-Gravenhage,,52.0681491,4.3012125,,,,false,,,,false,
Al Diyafah,Hoefkade,796,2526CT,'s-Gravenhage,,52.0671187,4.3110918,,,,false,,,,false,
Meydan,Hobbemaplein,83,2526JD,'s-Gravenhage,,52.0668307,4.2981395,,,,false,,,,false,
Akdeniz,Snijdersstraat,93,2525BW,'s-Gravenhage,,52.0666624,4.2994200,,,,false,,,,false,
Lalezar,Hobbemaplein,97,2526JD,'s-Gravenhage,,52.0671892,4.2986308,,,,false,,,,false,
ByŞef,Van der Kunstraat,55,2521BA,'s-Gravenhage,,52.0655384,4.3190878,,,,false,,,,false,
Wokrestaurant Man's Garden,Laan van Wateringse Veld,70,2548CC,'s-Gravenhage,,52.0342366,4.2847215,https://www.mansgarden.nl/,,,false,,,,false,
Eethuis Marina Smir,Rijswijkseweg,280,2516ER,'s-Gravenhage,,52.0686744,4.3275680,https://www.eethuis-marina-smir-den-haag.nl/contact,,,false,,,,false,
Milos Grieks restaurant,Laan van Wateringse Veld,69,2548BK,'s-Gravenhage,,52.0340949,4.2840497,https://grieksrestaurantmilos.nl/,,,false,,,,false,
Nieuw Peking,Stationsplein,4B,2515BT,'s-Gravenhage,,52.0699089,4.3205670,https://nieuwpekingdenhaag.nl/,,,false,,,,false,
Saray,Schalk Burgerstraat,196,2572VD,'s-Gravenhage,,52.0631198,4.2936113,,,,false,,,,false,
Yemek Dunyasi,Herman Costerstraat,346,2571PL,'s-Gravenhage,,52.0647195,4.2983667,,,,false,,,,false,
Soeboer,Brouwersgracht,29,2512EP,'s-Gravenhage,,52.0730435,4.3055517,,,,false,,,,false,
Hanedan,Paul Krugerlaan,147,2571HD,'s-Gravenhage,,52.0690305,4.2886936,,,,false,,,,false,
Bab Mansour,Paul Krugerlaan,274,2571HS,'s-Gravenhage,,52.0683706,4.2935173,,,,false,,,,false,
Tadim Restaurant,Schalk Burgerstraat,40,2572TZ,'s-Gravenhage,,52.0679364,4.2937680,,,,false,,,,false,
Ates,Beijersstraat,64,2572BH,'s-Gravenhage,,52.0671506,4.2901582,,,,false,,,,false,
S'et,Dierenselaan,184,2573KN,'s-Gravenhage,,52.0660679,4.2835224,,,,false,,,,false,
Tian Tian,Apeldoornselaan,221,2573LJ,'s-Gravenhage,,52.0660779,4.2804557,,,,false,,,,false,
La Rey,De la Reyweg,247,2571EG,'s-Gravenhage,,52.0668626,4.2868425,,,,false,,,,false,
Taste of India,Zuiderparklaan,131,2574HD,'s-Gravenhage,,52.0670362,4.2774940,,,,false,,,,false,
Bogor,Chasséstraat,15,,'s-Gravenhage,NL,52.0786379,4.2903125,,,,false,,,,false,
La Tavola,Valeriusstraat,81,2517HP,'s-Gravenhage,,52.0861688,4.2791811,,,,false,,,,false,
Nefeli Deli,Valeriusstraat,88,2517HT,'s-Gravenhage,,52.0859558,4.2787638,,,,false,,,,false,
Indisch Geluk,2e Sweelinckstraat,115,2517GW,'s-Gravenhage,,52.0840577,4.2780711,https://www.restaurantindischgeluk.nl/,,,false,,,,false,
L'Amour Toujours,Prins Hendrikplein,10,2518JB,'s-Gravenhage,,52.0826022,4.2939243,https://www.lamour-toujours.nl/nl/,,,false,,,,false,
Haley's Comet Breakfastclub,Piet Heinstraat,133,2518CG,'s-Gravenhage,,52.0810389,4.2965582,https://haleyscometbreakfastclub.nl/,,,false,,,,false,
Don Senise,Laan van Meerdervoort,14,2517AK,'s-Gravenhage,,52.0861871,4.2992766,,,,false,,,,false,
Toko Semarang,Danckertsstraat,77,2517TG,'s-Gravenhage,,52.0841847,4.2784476,https://tokosemarang.eu/,,,false,,,,false,
Vincenzo's,,,,,,52.0816731,4.2926117,,,,false,,,,false,
De Javaanse Vlam,,,,,,52.0836036,4.2930158,,,,false,,,,false,
Braadstaal,,,,,,52.0826164,4.2828003,,,,false,,,,false,
Haver,,,,,,52.0825579,4.2827981,,,,false,,,,false,
Curry & Cocos,,,,,,52.0816158,4.2924675,http://www.curryencocos.nl/,,,false,,,,false,
Isaku-iki,Anna Paulownastraat,17,2518BA,'s-Gravenhage,,52.0835109,4.3007160,http://www.isakuiki.eu/,,,false,,,,false,
Room,Anna Paulownaplein,16,2518BK,'s-Gravenhage,,52.0846803,4.3000911,https://www.roomdenhaag.com/,,,false,,,,false,
Carmil,Piet Heinstraat,29,2518CB,'s-Gravenhage,,52.0824089,4.2997828,https://www.carmil.nl/,,,false,,,,false,
RestoBar Bayonne,Anna Paulownaplein,3,2518BK,'s-Gravenhage,,52.0847555,4.2993834,,,,false,,,,false,
Jacobs Bar & Grill,Anna Paulownaplein,4,2518BK,'s-Gravenhage,,52.0846148,4.2992511,,,,false,,,,false,
Old Fashion Den Haag,Prins Hendrikstraat,53,2518HJ,'s-Gravenhage,,52.0819119,4.2931803,,,,false,,,,false,
Plenty,Piet Heinstraat,37,2518CB,'s-Gravenhage,,52.0823481,4.2996274,https://www.plentydenhaag.nl/,,,false,,,,false,
Suhumi,Elandstraat,48,2513GT,'s-Gravenhage,,52.0812212,4.2985684,https://suhumi.nl/,,,false,,,,false,
De Peper Authentic Thai Food,Wilgstraat,36,2565ME,'s-Gravenhage,,52.0797609,4.2712464,,,,false,,,,false,
Pearl,Zeestraat,19,2518AA,'s-Gravenhage,,52.0840985,4.3041646,,,,false,,,,false,
Poesaka-Malacca,Vlierboomstraat,545,2564JG,'s-Gravenhage,,52.0673947,4.2541416,,,,false,,,,false,
Saludable Taqueria,Goudenregenstraat,40,2565EX,'s-Gravenhage,,52.0743853,4.2659110,https://saludable.nl/,,,false,,,,false,
La Scala,Vlierboomstraat,497,2564JE,'s-Gravenhage,,52.0678037,4.2551882,https://www.lascala-pizza.nl/,,,false,,,,false,
